unitName,Bedrooms,Bathrooms,Code,Size,streetAddress
603M,1,1,A2: 1x1 MD,691,"1310 Springvale Dr., Apt. #M603"
604M,1,1,A2: 1x1 MD,691,"1310 Springvale Dr., Apt. #M604"
605M,1,1,A2: 1x1 MD,691,"1310 Springvale Dr., Apt. #M605"
606M,1,1,A2: 1x1 MD,691,"1310 Springvale Dr., Apt. #M606"
701M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M701"
702M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M702"
703M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M703"
704M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M704"
705M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M705"
706M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M706"
707M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M707"
708M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M708"
709M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M709"
710M,1,1,A1: 1x1 SM,561,"1310 Springvale Dr., Apt. #M710"
801M,2,1,B1: 2x1 SM,961,"1310 Springvale Dr., Apt. #M801"
802M,2,1,B1: 2x1 SM,961,"1310 Springvale Dr., Apt. #M802"
803M,2,1,B1: 2x1 SM,961,"1310 Springvale Dr., Apt. #M803"
804M,2,1,B1: 2x1 SM,961,"1310 Springvale Dr., Apt. #M804"
