unitName,Bedrooms,Bathrooms,Code,Size,streetAddress
609B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B609"
610B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B610"
611B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B611"
612B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B612"
613B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B613"
614B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B614"
615B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B615"
616B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B616"
701B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B701"
702B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B702"
703B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B703"
704B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B704"
801B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B801"
802B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B802"
803B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B803"
804B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B804"
805B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B805"
806B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B806"
807B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B807"
808B,2,1,B1: 2x1 SM,733,"8170 Cross Creek, Apt. #B808"
901B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B901"
902B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B902"
903B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B903"
904B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B904"
905B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B905"
906B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B906"
907B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B907"
908B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B908"
909B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B909"
910B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B910"
911B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B911"
912B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B912"
913B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B913"
914B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B914"
915B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B915"
916B,1,1,A2: 1x1 MD,577,"8170 Cross Creek, Apt. #B916"
101W,,,EFF: Studio,405,"8170 Cross Creek, Apt. #W101"
102W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W102"
103W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W103"
104W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W104"
105W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W105"
106W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W106"
107W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W107"
108W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W108"
201W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W201"
202W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W202"
203W,,,EFF: Studio,405,"8170 Cross Creek, Apt. #W203"
204W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W204"
231W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W231"
233W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W233"
301W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W301"
302W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W302"
303W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W303"
304W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W304"
305W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W305"
306W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W306"
307W,,,EFF: Studio,405,"8170 Cross Creek, Apt. #W307"
308W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W308"
401W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W401"
402W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W402"
403W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W403"
404W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W404"
405W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W405"
406W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W406"
407W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W407"
408W,1,1,A1: 1x1 SM,504,"8170 Cross Creek, Apt. #W408"
409W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W409"
410W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W410"
411W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W411"
413W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W413"
414W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W414"
416W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W416"
501W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W501"
502W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W502"
503W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W503"
504W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W504"
505W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W505"
506W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W506"
507W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W507"
508W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W508"
601W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W601"
602W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W602"
605W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W605"
606W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W606"
611W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W611"
612W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W612"
615W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W615"
616W,3,2,D1: 3x2,1008,"8150 Cross Creek, Apt. #W616"
701W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W701"
702W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W702"
703W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W703"
704W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W704"
705W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W705"
706W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W706"
707W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W707"
708W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W708"
801W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W801"
802W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W802"
803W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W803"
804W,,,EFF: Studio,405,"8170 Cross Creek, Apt. #W804"
805W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W805"
806W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W806"
807W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W807"
808W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W808"
831W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W831"
833W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W833"
835W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W835"
837W,,,EFF: Studio,405,"8150 Cross Creek, Apt. #W837"
901W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W901"
902W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W902"
903W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W903"
904W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W904"
905W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W905"
906W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W906"
907W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W907"
908W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W908"
909W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W909"
910W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W910"
911W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W911"
912W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W912"
913W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W913"
914W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W914"
915W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W915"
916W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W916"
1001B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1001"
1002B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1002"
1003B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1003"
1004B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1004"
1005B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1005"
1006B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1006"
1007B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1007"
1008B,2,1,B2: 2x1 LG,803,"8170 Cross Creek, Apt. #B1008"
1001W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1001"
1002W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1002"
1003W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1003"
1004W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1004"
1005W,2,2,C1: 2x2,804,"8170 Cross Creek, Apt. #W1005"
1006W,2,2,C1: 2x2,804,"8170 Cross Creek, Apt. #W1006"
1007W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1007"
1008W,2,2,C1: 2x2,804,"8150 Cross Creek, Apt. #W1008"
1101W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1101"
1102W,1,1,A1: 1x1 SM,504,"8170 Cross Creek, Apt. #W1102"
1103W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1103"
1104W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1104"
1105W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1105"
1106W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1106"
1107W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1107"
1108W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1108"
1109W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1109"
1110W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1110"
1111W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1111"
1112W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1112"
1113W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1113"
1114W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1114"
1115W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1115"
1116W,1,1,A1: 1x1 SM,504,"8150 Cross Creek, Apt. #W1116"
